S/N,University,Country,Official Website,Popular Courses / Degrees,Degree Levels,Typical IELTS,Typical SAT (Accepted),Country Flag URL,University Logo URL
424,Université de Nantes,France,https://www.univ-nantes.fr,Engineering; Marine Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.univ-nantes.fr/logo.png
425,Université Côte d'Azur,France,https://univ-cotedazur.fr,Business; Tourism; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://univ-cotedazur.fr/logo.png
426,Université Toulouse III,France,https://www.univ-tlse3.fr,Engineering; Space Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.univ-tlse3.fr/logo.png
427,Université Rennes 1,France,https://www.univ-rennes1.fr,Law; Economics; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.univ-rennes1.fr/logo.png
428,Université de Lorraine,France,https://www.univ-lorraine.fr,Engineering; Health; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.univ-lorraine.fr/logo.png
429,Burgundy School of Business,France,https://www.bsb-education.com,Business; Wine Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.bsb-education.com/logo.png
430,Montpellier Business School,France,https://www.montpellier-bs.com,Business; Finance,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.montpellier-bs.com/logo.png
451,University of Barcelona,Spain,https://www.ub.edu,Medicine; Law; Economics; Humanities,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ub.edu/logo.png
452,Autonomous University of Barcelona,Spain,https://www.uab.cat,Business; Engineering; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uab.cat/logo.png
453,Complutense University of Madrid,Spain,https://www.ucm.es,Law; Arts; Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ucm.es/logo.png
454,Autonomous University of Madrid,Spain,https://www.uam.es,Economics; Science; Law,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uam.es/logo.png
455,Pompeu Fabra University,Spain,https://www.upf.edu,Economics; Political Science; Communication,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.upf.edu/logo.png
456,University of Navarra,Spain,https://www.unav.edu,Business; Communication; Medicine,Bachelor's / Master's / PhD,6.5+,1200+,https://flagpedia.net/data/flags/w580/es.png,https://www.unav.edu/logo.png
457,University of Valencia,Spain,https://www.uv.es,Health; Law; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uv.es/logo.png
458,University of Granada,Spain,https://www.ugr.es,Engineering; Humanities; Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ugr.es/logo.png
459,Polytechnic University of Madrid,Spain,https://www.upm.es,Engineering; Architecture,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.upm.es/logo.png
460,Polytechnic University of Catalonia,Spain,https://www.upc.edu,Engineering; IT; Architecture,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.upc.edu/logo.png
461,IE University,Spain,https://www.ie.edu,Business; International Relations,Bachelor's / Master's,6.5+,1200+,https://flagpedia.net/data/flags/w580/es.png,https://www.ie.edu/logo.png
462,ESADE Business School,Spain,https://www.esade.edu,MBA; Finance; Law,Bachelor's / Master's,6.5+,1200+,https://flagpedia.net/data/flags/w580/es.png,https://www.esade.edu/logo.png
463,University of Seville,Spain,https://www.us.es,Engineering; Science; Law,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.us.es/logo.png
464,University of Zaragoza,Spain,https://www.unizar.es,Engineering; Science; Health,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.unizar.es/logo.png
465,University of Salamanca,Spain,https://www.usal.es,Arts; Law; Humanities,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.usal.es/logo.png
466,Carlos III University of Madrid,Spain,https://www.uc3m.es,Economics; Engineering; Law,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uc3m.es/logo.png
467,University of the Basque Country,Spain,https://www.ehu.eus,Engineering; Science; Health,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ehu.eus/logo.png
468,University of Oviedo,Spain,https://www.uniovi.es,Science; Engineering; Arts,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uniovi.es/logo.png
469,University of Murcia,Spain,https://www.um.es,Law; Science; Business,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.um.es/logo.png
470,University of Vigo,Spain,https://www.uvigo.gal,Engineering; Marine Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uvigo.gal/logo.png
471,University of Malaga,Spain,https://www.uma.es,Tourism; IT; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uma.es/logo.png
472,University of Alicante,Spain,https://www.ua.es,Law; Business; Architecture,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ua.es/logo.png
473,University of Deusto,Spain,https://www.deusto.es,Business; International Relations,Bachelor's / Master's,6.5+,1150+,https://flagpedia.net/data/flags/w580/es.png,https://www.deusto.es/logo.png
474,Ramon Llull University,Spain,https://www.url.edu,Business; Psychology; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.url.edu/logo.png
475,University of Jaén,Spain,https://www.ujaen.es,Humanities; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ujaen.es/logo.png
476,University of La Laguna,Spain,https://www.ull.es,Science; Arts; Law,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ull.es/logo.png
477,University of Lleida,Spain,https://www.udl.cat,Agriculture; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.udl.cat/logo.png
478,University of Cantabria,Spain,https://web.unican.es,Engineering; Health,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://web.unican.es/logo.png
479,University of Castilla-La Mancha,Spain,https://www.uclm.es,Business; Education,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uclm.es/logo.png
480,University of Extremadura,Spain,https://www.unex.es,Agriculture; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.unex.es/logo.png
481,CEU San Pablo University,Spain,https://www.uspceu.com,Business; Health; Communication,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uspceu.com/logo.png
482,European University of Madrid,Spain,https://universidadeuropea.com,Business; Sports; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://universidadeuropea.com/logo.png
483,Mondragon University,Spain,https://www.mondragon.edu,Engineering; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.mondragon.edu/logo.png
484,University of León,Spain,https://www.unileon.es,Veterinary; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.unileon.es/logo.png
485,University of Burgos,Spain,https://www.ubu.es,Engineering; Humanities,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ubu.es/logo.png
486,University of Almería,Spain,https://www.ual.es,Agriculture; Business,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ual.es/logo.png
487,University of Cádiz,Spain,https://www.uca.es,Marine Science; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uca.es/logo.png
488,University of Huelva,Spain,https://www.uhu.es,Humanities; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uhu.es/logo.png
489,University of Valladolid,Spain,https://www.uva.es,Engineering; Law,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uva.es/logo.png
490,University of Girona,Spain,https://www.udg.edu,Tourism; Law,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.udg.edu/logo.png
491,University of Córdoba,Spain,https://www.uco.es,Agriculture; Health,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uco.es/logo.png
492,International University of Catalonia,Spain,https://www.uic.es,Health; Architecture,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uic.es/logo.png
493,Camilo José Cela University,Spain,https://www.ucjc.edu,Business; Communication,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ucjc.edu/logo.png
494,Nebrija University,Spain,https://www.nebrija.com,Business; Arts,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.nebrija.com/logo.png
495,Loyola University Andalusia,Spain,https://www.uloyola.es,Business; Social Sciences,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uloyola.es/logo.png
496,Francisco de Vitoria University,Spain,https://www.ufv.es,Law; Communication,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.ufv.es/logo.png
497,Abat Oliba CEU University,Spain,https://www.uaoceu.es,Business; Law,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uaoceu.es/logo.png
498,University of Vic,Spain,https://www.uvic.cat,Health; Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.uvic.cat/logo.png
499,Universidad Europea de Valencia,Spain,https://valencia.universidadeuropea.com,Business; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://valencia.universidadeuropea.com/logo.png
500,Les Roches Marbella,Spain,https://www.lesroches.edu,Hospitality Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/es.png,https://www.lesroches.edu/logo.png
501,ETH Zurich,Switzerland,https://ethz.ch,Engineering; Computer Science; Physics,Bachelor's / Master's / PhD,7.0+,1350+,https://flagpedia.net/data/flags/w580/ch.png,https://ethz.ch/logo.png
502,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,https://www.epfl.ch,Engineering; Robotics; Data Science,Bachelor's / Master's / PhD,7.0+,1350+,https://flagpedia.net/data/flags/w580/ch.png,https://www.epfl.ch/logo.png
503,University of Zurich,Switzerland,https://www.uzh.ch,Medicine; Law; Business,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.uzh.ch/logo.png
504,University of Geneva,Switzerland,https://www.unige.ch,International Relations; Physics; Law,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unige.ch/logo.png
505,University of Basel,Switzerland,https://www.unibas.ch,Medicine; Life Sciences; Humanities,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unibas.ch/logo.png
506,University of Bern,Switzerland,https://www.unibe.ch,Business; Science; Law,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unibe.ch/logo.png
507,University of Lausanne,Switzerland,https://www.unil.ch,Business; Biology; Geosciences,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unil.ch/logo.png
508,University of St. Gallen,Switzerland,https://www.unisg.ch,Business; Economics; Law,Bachelor's / Master's / PhD,6.5+,1250+,https://flagpedia.net/data/flags/w580/ch.png,https://www.unisg.ch/logo.png
509,Università della Svizzera italiana (USI),Switzerland,https://www.usi.ch,Communication; Informatics; Architecture,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.usi.ch/logo.png
510,University of Fribourg,Switzerland,https://www.unifr.ch,Theology; Law; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unifr.ch/logo.png
511,Lucerne University of Applied Sciences,Switzerland,https://www.hslu.ch,Engineering; Business; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.hslu.ch/logo.png
512,Zurich University of Applied Sciences,Switzerland,https://www.zhaw.ch,Engineering; Aviation; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.zhaw.ch/logo.png
513,Geneva School of Business Administration,Switzerland,https://www.hesge.ch/heg,Business; Finance,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.hesge.ch/logo.png
514,IMD Business School,Switzerland,https://www.imd.org,MBA; Executive Education,Master's,7.0+,GMAT preferred,https://flagpedia.net/data/flags/w580/ch.png,https://www.imd.org/logo.png
515,EHL Hospitality Business School,Switzerland,https://www.ehl.edu,Hospitality Management,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.ehl.edu/logo.png
516,Geneva Business School,Switzerland,https://gbsge.com,Business; International Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://gbsge.com/logo.png
517,Swiss Federal Institute of Technology Lausanne,Switzerland,https://www.epfl.ch,Engineering; AI,Bachelor's / Master's / PhD,7.0+,1350+,https://flagpedia.net/data/flags/w580/ch.png,https://www.epfl.ch/logo.png
518,Kalaidos University of Applied Sciences,Switzerland,https://www.kalaidos-fh.ch,Business; Law,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.kalaidos-fh.ch/logo.png
519,University of Applied Sciences and Arts Northwestern Switzerland,Switzerland,https://www.fhnw.ch,Engineering; Arts; Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.fhnw.ch/logo.png
520,SUPSI University of Applied Sciences,Switzerland,https://www.supsi.ch,Engineering; Architecture; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.supsi.ch/logo.png
521,Swiss Hotel Management School,Switzerland,https://www.shms.com,Hospitality; Tourism,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.shms.com/logo.png
522,Les Roches Crans-Montana,Switzerland,https://www.lesroches.edu,Hospitality; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.lesroches.edu/logo.png
523,Glion Institute of Higher Education,Switzerland,https://www.glion.edu,Hospitality; Luxury Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.glion.edu/logo.png
524,EU Business School Switzerland,Switzerland,https://www.euruni.edu,Business; MBA,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.euruni.edu/logo.png
525,Webster University Geneva,Switzerland,https://www.webster.ch,International Relations; Business,Bachelor's / Master's,6.0+,1100+,https://flagpedia.net/data/flags/w580/ch.png,https://www.webster.ch/logo.png
526,Swiss Business School,Switzerland,https://www.sbs.edu,MBA; Finance,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.sbs.edu/logo.png
527,Franklin University Switzerland,Switzerland,https://www.fus.edu,Liberal Arts; Business,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.fus.edu/logo.png
528,César Ritz Colleges Switzerland,Switzerland,https://www.cesarritzcolleges.edu,Hospitality; Culinary Arts,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.cesarritzcolleges.edu/logo.png
529,Business & Hotel Management School,Switzerland,https://www.bhms.ch,Hospitality; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.bhms.ch/logo.png
530,University of Neuchâtel,Switzerland,https://www.unine.ch,Law; Economics; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unine.ch/logo.png
531,University of Fribourg,Switzerland,https://www.unifr.ch,Law; Theology; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unifr.ch/logo.png
532,University of Applied Sciences Western Switzerland,Switzerland,https://www.hes-so.ch,Engineering; Business; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.hes-so.ch/logo.png
533,Zurich University of the Arts,Switzerland,https://www.zhdk.ch,Fine Arts; Music; Design,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/ch.png,https://www.zhdk.ch/logo.png
534,Bern University of Applied Sciences,Switzerland,https://www.bfh.ch,Engineering; Health; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.bfh.ch/logo.png
535,University of Lucerne,Switzerland,https://www.unilu.ch,Law; Humanities; Social Sciences,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.unilu.ch/logo.png
536,University of Teacher Education Zurich,Switzerland,https://www.phzh.ch,Education; Pedagogy,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.phzh.ch/logo.png
537,University of Teacher Education Lucerne,Switzerland,https://www.phlu.ch,Education; Pedagogy,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.phlu.ch/logo.png
538,University of Teacher Education Bern,Switzerland,https://www.phbern.ch,Education; Pedagogy,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.phbern.ch/logo.png
539,University of Teacher Education St. Gallen,Switzerland,https://www.phsg.ch,Education; Pedagogy,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.phsg.ch/logo.png
540,Lucerne School of Business,Switzerland,https://www.hslu.ch/en/lucerne-school-of-business,Business; Management; Finance,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.hslu.ch/logo.png
541,Geneva School of Business Administration (HEG),Switzerland,https://www.hesge.ch/heg,Business; Finance; Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.hesge.ch/heg/logo.png
542,University of Applied Sciences and Arts of Southern Switzerland (SUPSI),Switzerland,https://www.supsi.ch,Engineering; IT; Architecture,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.supsi.ch/logo.png
543,University of Applied Sciences and Arts Northwestern Switzerland (FHNW),Switzerland,https://www.fhnw.ch,Engineering; Arts; Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.fhnw.ch/logo.png
544,Swiss Hotel Management School (SHMS),Switzerland,https://www.shms.com,Hospitality; Tourism,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.shms.com/logo.png
545,Les Roches Global Hospitality Education,Switzerland,https://www.lesroches.edu,Hospitality; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.lesroches.edu/logo.png
546,Glion Institute of Higher Education,Switzerland,https://www.glion.edu,Hospitality; Luxury Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.glion.edu/logo.png
547,César Ritz Colleges Switzerland,Switzerland,https://www.cesarritzcolleges.edu,Hospitality; Culinary Arts,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.cesarritzcolleges.edu/logo.png
548,Business & Hotel Management School (BHMS),Switzerland,https://www.bhms.ch,Hospitality; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.bhms.ch/logo.png
549,Swiss Business School,Switzerland,https://www.sbs.edu,Business; MBA,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.sbs.edu/logo.png
550,Franklin University Switzerland,Switzerland,https://www.fus.edu,Liberal Arts; Business,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/ch.png,https://www.fus.edu/logo.png
551,University of Copenhagen,Denmark,https://www.ku.dk,Medicine; Law; Economics; Science,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ku.dk/logo.png
552,Aarhus University,Denmark,https://www.au.dk,Science; Humanities; Business,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.au.dk/logo.png
553,Technical University of Denmark (DTU),Denmark,https://www.dtu.dk,Engineering; Technology; Robotics,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.dtu.dk/logo.png
554,Copenhagen Business School (CBS),Denmark,https://www.cbs.dk,Business; Finance; Economics,Bachelor's / Master's,6.5+,1200+,https://flagpedia.net/data/flags/w580/dk.png,https://www.cbs.dk/logo.png
555,Aalborg University,Denmark,https://www.aau.dk,Engineering; IT; Health,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.aau.dk/logo.png
556,University of Southern Denmark,Denmark,https://www.sdu.dk,Engineering; Health; Social Sciences,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.sdu.dk/logo.png
557,Roskilde University,Denmark,https://www.ruc.dk,Social Sciences; Environmental Studies,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ruc.dk/logo.png
558,IT University of Copenhagen,Denmark,https://www.itu.dk,IT; Computer Science; Game Design,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.itu.dk/logo.png
559,VIA University College,Denmark,https://www.via.dk,Health; Engineering; Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.via.dk/logo.png
560,Copenhagen School of Design and Technology (KEA),Denmark,https://www.kea.dk,Design; Business; Technology,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.kea.dk/logo.png
561,University College Absalon,Denmark,https://www.phabsalon.dk,Education; Health; Business,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.phabsalon.dk/logo.png
562,University College Lillebaelt,Denmark,https://www.ucl.dk,Education; Health,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ucl.dk/logo.png
563,University College Zealand,Denmark,https://www.zis.dk,Education; Social Work,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.zis.dk/logo.png
564,University College Capital,Denmark,https://www.ucc.dk,Education; Health,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ucc.dk/logo.png
565,Copenhagen Hospitality College,Denmark,https://www.khs.dk,Hospitality; Tourism,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.khs.dk/logo.png
566,Danish School of Media and Journalism,Denmark,https://www.dmjx.dk,Journalism; Media,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.dmjx.dk/logo.png
567,Design School Kolding,Denmark,https://www.designskolenkolding.dk,Design; Architecture,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.designskolenkolding.dk/logo.png
568,Royal Danish Academy of Fine Arts,Denmark,https://www.kunstakademiet.dk,Fine Arts; Architecture,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/dk.png,https://www.kunstakademiet.dk/logo.png
569,The Danish National School of Performing Arts,Denmark,https://www.dnsp.dk,Performing Arts; Theatre,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/dk.png,https://www.dnsp.dk/logo.png
570,The Royal Danish Academy of Music,Denmark,https://www.dkdm.dk,Music; Performance,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/dk.png,https://www.dkdm.dk/logo.png
571,The Danish Academy of Architecture,Denmark,https://www.karch.dk,Architecture,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/dk.png,https://www.karch.dk/logo.png
572,Copenhagen School of Entrepreneurship,Denmark,https://www.cse.dk,Business; Entrepreneurship,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.cse.dk/logo.png
573,VIA Design and Business,Denmark,https://www.via.dk/design-business,Design; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.via.dk/design-business/logo.png
574,University College Nordjylland,Denmark,https://www.ucn.dk,Health; Education,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ucn.dk/logo.png
575,University College Copenhagen,Denmark,https://www.phmetropol.dk,Education; Health,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.phmetropol.dk/logo.png
576,Danish School of Media,Denmark,https://www.dmj.dk,Media; Communication,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.dmj.dk/logo.png
577,The Danish School of Design,Denmark,https://www.designschool.dk,Design; Visual Arts,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/dk.png,https://www.designschool.dk/logo.png
578,Danish Institute for Study Abroad,Denmark,https://www.disa.dk,Liberal Arts; Humanities,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.disa.dk/logo.png
579,Copenhagen International School,Denmark,https://www.cis.dk,International Studies; IB Programs,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.cis.dk/logo.png
580,Aarhus School of Architecture,Denmark,https://www.aarch.dk,Architecture; Urban Planning,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/dk.png,https://www.aarch.dk/logo.png
581,Copenhagen School of Design,Denmark,https://www.cphdes.dk,Design; Fashion,Bachelor's / Master's,6.0+,Portfolio,https://flagpedia.net/data/flags/w580/dk.png,https://www.cphdes.dk/logo.png
582,Business Academy Aarhus,Denmark,https://www.baaarhus.dk,Business; IT; Marketing,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.baaarhus.dk/logo.png
583,Business Academy Syd,Denmark,https://www.basyd.dk,Business; Engineering,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.basyd.dk/logo.png
584,University College Capital,Denmark,https://www.ucc.dk,Education; Health,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/dk.png,https://www.ucc.dk/logo.png
